image,filename,habitat,Family,Order,Genus,species,trust_level,detection_conf,orig_mean,orig_std,orig_min,orig_max,orig_median,blur_mean,blur_std,kx_abs_mean,kx_abs_std,kx_abs_max,ky_abs_mean,ky_abs_std,ky_abs_max,edge_mag_mean,edge_mag_std,edge_density,edge_dir_horizontal_ratio,edge_dir_vertical_ratio,edge_dir_diagonal_strength,edge_dir_entropy,edge_center_ratio,edge_lr_asymmetry,edge_tb_asymmetry,texture_contrast,texture_smoothness
../fishnet/Image_Library/Percidae/Etcae_u2.jpg,Etcae_u2.jpg,freshwater,Percidae,Perciformes/Percoidei,Etheostoma,Etheostoma caeruleum,high,0.8188189268112183,67.540283203125,51.17660903930664,0.0,225.0,77.0,67.5920181274414,49.16064453125,36.0439453125,45.54519271850586,310.0,41.051513671875,50.051414489746094,290.0,60.348304748535156,62.62574768066406,0.15087890625,0.47509765625,0.373291015625,22.89794921875,1.971893072128296,1.0851435661315918,0.16014423966407776,0.12088599801063538,2619.045166015625,0.03871804475784302
../fishnet/Image_Library/Cyprinidae/Caacu_u2.jpg,Caacu_u2.jpg,freshwater,Cyprinidae,Cypriniformes,Capoeta,Capoeta aculeata,high,0.8943774104118347,87.8427734375,27.459304809570312,48.0,234.0,82.0,87.86862182617188,25.09128189086914,31.900390625,39.699947357177734,306.0,29.07763671875,35.28596496582031,389.0,48.48170471191406,48.309974670410156,0.128662109375,0.457275390625,0.51953125,16.906982421875,2.0525763034820557,1.3327161073684692,0.13353057205677032,0.23640939593315125,754.013427734375,0.011462807655334473
../fishnet/Image_Library/Callichthyidae/Conij_u0.jpg,Conij_u0.jpg,freshwater,Callichthyidae,Siluriformes,Corydoras,Corydoras nijsseni,high,0.7767590880393982,115.175048828125,43.79454803466797,20.0,248.0,107.0,115.14152526855469,40.70621871948242,35.883544921875,48.15111541748047,610.0,41.789306640625,53.10601806640625,473.0,62.068626403808594,65.72852325439453,0.122314453125,0.546875,0.435302734375,21.069091796875,2.04818058013916,1.2727761268615723,0.23035185039043427,0.36602360010147095,1917.96240234375,0.028650641441345215
../fishnet/Image_Library/Lebiasinidae/Namar_u3.jpg,Namar_u3.jpg,freshwater,Lebiasinidae,Characiformes,Nannostomus,Nannostomus marginatus,high,0.43924906849861145,135.686279296875,49.82152557373047,14.0,254.0,145.0,135.64987182617188,46.77107620239258,44.1318359375,50.52048873901367,326.0,60.8505859375,72.84052276611328,485.0,82.47843933105469,81.88883209228516,0.159423828125,0.52783203125,0.451171875,30.804443359375,2.0492517948150635,1.6447840929031372,0.2362271398305893,0.07598717510700226,2482.1845703125,0.03676915168762207
../fishnet/Image_Library/Eleotridae/Gocot_f0.jpg,Gocot_f0.jpg,freshwater,Eleotridae,Gobiiformes,Gobiomorphus,Gobiomorphus cotidianus,high,0.5213958024978638,130.94677734375,64.45374298095703,15.0,239.0,115.0,130.86666870117188,60.89704513549805,51.115478515625,57.35544967651367,356.0,62.259521484375,71.344482421875,474.0,89.6310043334961,82.67408752441406,0.1513671875,0.54150390625,0.43505859375,32.484130859375,2.0574285984039307,1.2101484537124634,0.15080469846725464,0.17147235572338104,4154.28515625,0.06005096435546875
../fishnet/Image_Library/Poeciliidae/Lisul_u0.jpg,Lisul_u0.jpg,freshwater,Poeciliidae,Cyprinodontiformes,Limia,Limia sulphurophila,high,0.3012774884700775,101.96337890625,31.708221435546875,3.0,201.0,95.5,101.97987365722656,30.1180477142334,24.4736328125,32.871036529541016,410.0,30.89404296875,37.56058883666992,392.0,43.64918899536133,46.25421142578125,0.11328125,0.56396484375,0.415283203125,16.12353515625,2.0477676391601562,1.679748773574829,0.25903019309043884,0.23102332651615143,1005.4112548828125,0.015226483345031738
../fishnet/Image_Library/Anabantidae/Mifas_u1.jpg,Mifas_u1.jpg,freshwater,Anabantidae,Anabantiformes,Microctenopoma,Microctenopoma fasciolatum,high,0.7808278203010559,138.37158203125,52.59248352050781,6.0,254.0,132.0,138.35751342773438,50.34174728393555,40.8203125,50.66920471191406,546.0,44.014892578125,54.5694694519043,616.0,66.79446411132812,68.46388244628906,0.119873046875,0.49072265625,0.487548828125,24.905517578125,2.0333776473999023,1.4197039604187012,0.05045512318611145,0.2557092010974884,2765.969482421875,0.040801405906677246
../fishnet/Image_Library/Cyprinidae/Hydub_u0.jpg,Hydub_u0.jpg,freshwater,Cyprinidae,Cypriniformes,Hypselobarbus,Hypselobarbus dubius,high,0.8957057595252991,117.3837890625,48.982948303222656,9.0,244.0,120.0,117.3798599243164,45.78819274902344,53.105712890625,69.45005798339844,556.0,41.80126953125,52.21220397949219,371.0,75.385986328125,80.21185302734375,0.12841796875,0.45458984375,0.49951171875,26.510986328125,2.047041654586792,1.090981125831604,0.36497095227241516,0.03838643059134483,2399.3291015625,0.03558558225631714
../fishnet/Image_Library/Characidae/Hefil_u0.jpg,Hefil_u0.jpg,freshwater,Characidae,Characiformes,Hemigrammus,Hemigrammus filamentosus,high,0.8037294745445251,73.498779296875,45.00605392456055,11.0,242.0,62.0,73.503662109375,41.7821159362793,48.5751953125,63.01183319091797,475.0,45.538330078125,58.33042907714844,405.0,74.14344024658203,79.42902374267578,0.148681640625,0.49169921875,0.48193359375,27.310302734375,2.071129322052002,1.4212825298309326,0.3009614646434784,0.1491374522447586,2025.544921875,0.03020918369293213
../fishnet/Image_Library/Rivulidae/Cabru_u0.jpg,Cabru_u0.jpg,freshwater,Rivulidae,Cyprinodontiformes,Campellolebias,Campellolebias brucei,high,0.7368589043617249,67.15380859375,68.45865631103516,2.0,253.0,40.0,67.17646789550781,63.52748489379883,52.67236328125,80.45409393310547,638.0,74.83642578125,102.39196014404297,608.0,102.22115325927734,121.99457550048828,0.154052734375,0.522216796875,0.354248046875,33.906494140625,2.0385966300964355,1.5882575511932373,0.1353570818901062,0.43847379088401794,4686.587890625,0.06722819805145264
